Date,Name,Type,Country Name,Country Code
2023-01-01,New Year's Day,['National holiday'],Trinidad and Tobago,TT
2023-01-02,New Year's Day observed,['National holiday'],Trinidad and Tobago,TT
2023-02-14,Valentine's Day,['Observance'],Trinidad and Tobago,TT
2023-02-20,Carnival,['De facto holiday'],Trinidad and Tobago,TT
2023-02-21,Carnival/Shrove Tuesday,['De facto holiday'],Trinidad and Tobago,TT
2023-03-20T17:24:20-04:00,March Equinox,['Season'],Trinidad and Tobago,TT
2023-03-23,Ramadan Start,['Observance'],Trinidad and Tobago,TT
2023-03-30,Spiritual Baptist Liberation Day,['National holiday'],Trinidad and Tobago,TT
2023-04-07,Good Friday,['National holiday'],Trinidad and Tobago,TT
2023-04-09,Easter Sunday,['Observance'],Trinidad and Tobago,TT
2023-04-10,Easter Monday,['National holiday'],Trinidad and Tobago,TT
2023-04-22,Eid al-Fitr,['National holiday'],Trinidad and Tobago,TT
2023-05-14,Mother's Day,['Observance'],Trinidad and Tobago,TT
2023-05-30,Indian Arrival Day,['National holiday'],Trinidad and Tobago,TT
2023-06-08,Corpus Christi,['National holiday'],Trinidad and Tobago,TT
2023-06-18,Father's Day,['Observance'],Trinidad and Tobago,TT
2023-06-19,Labour Day,['National holiday'],Trinidad and Tobago,TT
2023-06-21T10:57:49-04:00,June Solstice,['Season'],Trinidad and Tobago,TT
2023-08-01,Emancipation Day,['National holiday'],Trinidad and Tobago,TT
2023-08-31,Independence Day,['National holiday'],Trinidad and Tobago,TT
2023-09-23T02:50:01-04:00,September Equinox,['Season'],Trinidad and Tobago,TT
2023-09-24,Republic Day,['National holiday'],Trinidad and Tobago,TT
2023-09-25,Republic Day observed,['National holiday'],Trinidad and Tobago,TT
2023-11-12,Diwali/Deepavali,['National holiday'],Trinidad and Tobago,TT
2023-11-13,Diwali/Deepavali observed,['National holiday'],Trinidad and Tobago,TT
2023-12-21T23:27:21-04:00,December Solstice,['Season'],Trinidad and Tobago,TT
2023-12-24,Christmas Eve,['Observance'],Trinidad and Tobago,TT
2023-12-25,Christmas Day,['National holiday'],Trinidad and Tobago,TT
2023-12-26,Boxing Day,['National holiday'],Trinidad and Tobago,TT
2023-12-31,New Year's Eve,['Observance'],Trinidad and Tobago,TT
